onet_soc_code,onet_soc_title,nem_code,nem_title,ooh_profile_code,ooh_profile_title,ooh_profile_website,onet_soc_norm
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,"Postal service mail sorters, processors, and processing machine operators",B253,Postal service workers,https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm,43-5053
43-5061.00,"Production, Planning, and Expediting Clerks",43-5061,"Production, planning, and expediting clerks",B361,Material recording clerks,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,43-5061
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43-5071,"Shipping, receiving, and inventory clerks",B361,Material recording clerks,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,43-5071
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",B361,Material recording clerks,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,43-5111
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43-6011,Executive secretaries and executive administrative assistants,B254,Secretaries and administrative assistants,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,43-6011
43-6012.00,Legal Secretaries and Administrative Assistants,43-6012,Legal secretaries and administrative assistants,B254,Secretaries and administrative assistants,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,43-6012
43-6013.00,Medical Secretaries and Administrative Assistants,43-6013,Medical secretaries and administrative assistants,B254,Secretaries and administrative assistants,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,43-6013
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",B254,Secretaries and administrative assistants,https://www.bls.gov/ooh/office-and-administrative-support/secretaries-and-administrative-assistants.htm,43-6014
43-9021.00,Data Entry Keyers,43-9021,Data entry keyers,—,,,43-9021
43-9022.00,Word Processors and Typists,43-9022,Word processors and typists,—,,,43-9022
43-9031.00,Desktop Publishers,43-9031,Desktop publishers,B256,Desktop publishers,https://www.bls.gov/ooh/office-and-administrative-support/desktop-publishers.htm,43-9031
43-9041.00,Insurance Claims and Policy Processing Clerks,43-9041,Insurance claims and policy processing clerks,B358,Financial clerks,https://www.bls.gov/ooh/office-and-administrative-support/financial-clerks.htm,43-9041
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,"Mail clerks and mail machine operators, except postal service",—,,,43-9051
43-9061.00,"Office Clerks, General",43-9061,"Office clerks, general",B364,General office clerks,https://www.bls.gov/ooh/office-and-administrative-support/general-office-clerks.htm,43-9061
43-9071.00,"Office Machine Operators, Except Computer",43-9071,"Office machine operators, except computer",—,,,43-9071
43-9081.00,Proofreaders and Copy Markers,43-9081,Proofreaders and copy markers,—,,,43-9081
43-9111.00,Statistical Assistants,43-9111,Statistical assistants,—,,,43-9111
43-9199.00,"Office and Administrative Support Workers, All Other",43-9199,"Office and administrative support workers, all other",—,,,43-9199
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,"First-line supervisors of farming, fishing, and forestry workers",—,,,45-1011
45-2011.00,Agricultural Inspectors,45-2011,Agricultural inspectors,—,,,45-2011
45-2021.00,Animal Breeders,45-2021,Animal breeders,B257,Agricultural workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,45-2021
45-2041.00,"Graders and Sorters, Agricultural Products",45-2041,"Graders and sorters, agricultural products",—,,,45-2041
45-2091.00,Agricultural Equipment Operators,45-2091,Agricultural equipment operators,B257,Agricultural workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,45-2091
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",B257,Agricultural workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,45-2092
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,"Farmworkers, farm, ranch, and aquacultural animals",B257,Agricultural workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,45-2093
45-2099.00,"Agricultural Workers, All Other",45-2099,"Agricultural workers, all other",B257,Agricultural workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,45-2099
45-3031.00,Fishing and Hunting Workers,45-3031,Fishing and hunting workers,B258,Fishing and hunting workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/fishers-and-related-fishing-workers.htm,45-3031
45-4011.00,Forest and Conservation Workers,45-4011,Forest and conservation workers,B365,Forest and conservation workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/forest-and-conservation-workers.htm,45-4011
45-4021.00,Fallers,45-4021,Fallers,B366,Logging workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,45-4021
45-4022.00,Logging Equipment Operators,45-4022,Logging equipment operators,B366,Logging workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,45-4022
45-4023.00,Log Graders and Scalers,45-4023,Log graders and scalers,B366,Logging workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,45-4023
45-4029.00,"Logging Workers, All Other",45-4029,"Logging workers, all other",B366,Logging workers,https://www.bls.gov/ooh/farming-fishing-and-forestry/logging-workers.htm,45-4029
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,First-line supervisors of construction trades and extraction workers,—,,,47-1011
47-1011.03,Solar Energy Installation Managers,47-1011,First-line supervisors of construction trades and extraction workers,—,,,47-1011
47-2011.00,Boilermakers,47-2011,Boilermakers,B367,Boilermakers,https://www.bls.gov/ooh/construction-and-extraction/boilermakers.htm,47-2011
47-2021.00,Brickmasons and Blockmasons,47-2021,Brickmasons and blockmasons,B259,Masonry workers,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,47-2021
47-2022.00,Stonemasons,47-2022,Stonemasons,B259,Masonry workers,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,47-2022
47-2031.00,Carpenters,47-2031,Carpenters,B260,Carpenters,https://www.bls.gov/ooh/construction-and-extraction/carpenters.htm,47-2031
47-2041.00,Carpet Installers,47-2041,Carpet installers,B262,Flooring installers and tile and stone setters,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47-2041
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042,"Floor layers, except carpet, wood, and hard tiles",B262,Flooring installers and tile and stone setters,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47-2042
47-2043.00,Floor Sanders and Finishers,47-2043,Floor sanders and finishers,B262,Flooring installers and tile and stone setters,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47-2043
47-2044.00,Tile and Stone Setters,47-2044,Tile and stone setters,B262,Flooring installers and tile and stone setters,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47-2044
47-2051.00,Cement Masons and Concrete Finishers,47-2051,Cement masons and concrete finishers,B259,Masonry workers,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,47-2051
47-2053.00,Terrazzo Workers and Finishers,47-2053,Terrazzo workers and finishers,B259,Masonry workers,https://www.bls.gov/ooh/construction-and-extraction/brickmasons-blockmasons-and-stonemasons.htm,47-2053
47-2061.00,Construction Laborers,47-2061,Construction laborers,B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-2061
47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",47-2071,"Paving, surfacing, and tamping equipment operators",B264,Construction equipment operators,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,47-2071
47-2072.00,Pile Driver Operators,47-2072,Pile driver operators,B264,Construction equipment operators,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,47-2072
47-2073.00,Operating Engineers and Other Construction Equipment Operators,47-2073,Operating engineers and other construction equipment operators,B264,Construction equipment operators,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,47-2073
47-2081.00,Drywall and Ceiling Tile Installers,47-2081,Drywall and ceiling tile installers,B265,"Drywall installers, ceiling tile installers, and tapers",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,47-2081
47-2082.00,Tapers,47-2082,Tapers,B265,"Drywall installers, ceiling tile installers, and tapers",https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,47-2082
47-2111.00,Electricians,47-2111,Electricians,B013,Electricians,https://www.bls.gov/ooh/construction-and-extraction/electricians.htm,47-2111
47-2121.00,Glaziers,47-2121,Glaziers,B266,Glaziers,https://www.bls.gov/ooh/construction-and-extraction/glaziers.htm,47-2121
47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall",47-2131,"Insulation workers, floor, ceiling, and wall",B267,Insulation workers,https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,47-2131
47-2132.00,"Insulation Workers, Mechanical",47-2132,"Insulation workers, mechanical",B267,Insulation workers,https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,47-2132
47-2141.00,"Painters, Construction and Maintenance",47-2141,"Painters, construction and maintenance",B268,"Painters, construction and maintenance",https://www.bls.gov/ooh/construction-and-extraction/painters-construction-and-maintenance.htm,47-2141
47-2142.00,Paperhangers,47-2142,Paperhangers,—,,,47-2142
47-2151.00,Pipelayers,47-2151,Pipelayers,—,,,47-2151
47-2152.00,"Plumbers, Pipefitters, and Steamfitters",47-2152,"Plumbers, pipefitters, and steamfitters",B269,"Plumbers, pipefitters, and steamfitters",https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,47-2152
47-2152.04,Solar Thermal Installers and Technicians,47-2152,"Plumbers, pipefitters, and steamfitters",B269,"Plumbers, pipefitters, and steamfitters",https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,47-2152
47-2161.00,Plasterers and Stucco Masons,47-2161,Plasterers and stucco masons,—,,,47-2161
47-2171.00,Reinforcing Iron and Rebar Workers,47-2171,Reinforcing iron and rebar workers,B273,Ironworkers,https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm,47-2171
47-2181.00,Roofers,47-2181,Roofers,B272,Roofers,https://www.bls.gov/ooh/construction-and-extraction/roofers.htm,47-2181
47-2211.00,Sheet Metal Workers,47-2211,Sheet metal workers,B369,Sheet metal workers,https://www.bls.gov/ooh/construction-and-extraction/sheet-metal-workers.htm,47-2211
47-2221.00,Structural Iron and Steel Workers,47-2221,Structural iron and steel workers,B273,Ironworkers,https://www.bls.gov/ooh/construction-and-extraction/structural-iron-and-steel-workers.htm,47-2221
47-2231.00,Solar Photovoltaic Installers,47-2231,Solar photovoltaic installers,B234,Solar photovoltaic installers,https://www.bls.gov/ooh/construction-and-extraction/solar-photovoltaic-installers.htm,47-2231
47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3011
47-3012.00,Helpers--Carpenters,47-3012,Helpers--carpenters,B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3012
47-3013.00,Helpers--Electricians,47-3013,Helpers--electricians,B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3013
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,"Helpers--painters, paperhangers, plasterers, and stucco masons",B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3014
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3015
47-3016.00,Helpers--Roofers,47-3016,Helpers--roofers,B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3016
47-3019.00,"Helpers, Construction Trades, All Other",47-3019,"Helpers, construction trades, all other",B263,Construction laborers and helpers,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,47-3019
47-4011.00,Construction and Building Inspectors,47-4011,Construction and building inspectors,B274,Construction and building inspectors,https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,47-4011
47-4011.01,Energy Auditors,47-4011,Construction and building inspectors,B274,Construction and building inspectors,https://www.bls.gov/ooh/construction-and-extraction/construction-and-building-inspectors.htm,47-4011
